Artist,Track,Album,Album_type,Duration_min,Title,Channel,Views,Likes,Comments,Licensed,official_video,Stream,EnergyLiveness,most_playedon
Gorillaz,Feel Good Inc.,Demon Days,album,3.710666667,Gorillaz - Feel Good Inc. (Official Video),Gorillaz,693555221,6220896,169907,TRUE,TRUE,1040234854,1.150081566,Spotify
Gorillaz,Rhinestone Eyes,Plastic Beach,album,3.336216667,Gorillaz - Rhinestone Eyes [Storyboard Film] (Official Music Video),Gorillaz,72011645,1079128,31003,TRUE,TRUE,310083733,15.18358531,Spotify
Gorillaz,New Gold (feat. Tame Impala and Bootie Brown),New Gold (feat. Tame Impala and Bootie Brown),single,3.585833333,Gorillaz - New Gold ft. Tame Impala & Bootie Brown (Official Visualiser),Gorillaz,8435055,282142,7399,TRUE,TRUE,63063467,7.956896552,Spotify
Gorillaz,On Melancholy Hill,Plastic Beach,album,3.897783333,Gorillaz - On Melancholy Hill (Official Video),Gorillaz,211754952,1788577,55229,TRUE,TRUE,434663559,11.546875,Spotify
Gorillaz,Clint Eastwood,Gorillaz,album,5.682,Gorillaz - Clint Eastwood (Official Video),Gorillaz,618480958,6197318,155930,TRUE,TRUE,617259738,9.94269341,Youtube
Gorillaz,DARE,Demon Days,album,4.083333333,Gorillaz - DARE (Official Video),Gorillaz,259021161,1844658,72008,TRUE,TRUE,323850327,2.989932886,Spotify
Gorillaz,New Gold (feat. Tame Impala and Bootie Brown) - Dom Dolla Remix,New Gold (feat. Tame Impala and Bootie Brown) [Dom Dolla Remix],single,4.569033333,"Gorillaz - New Gold ft. Tame Impala, Bootie Brown (Dom Dolla Remix) (Official Live Video)",Dom Dolla,451996,11686,241,FALSE,TRUE,10666154,2.76,Spotify
Gorillaz,She's My Collar (feat. Kali Uchis),Humanz (Deluxe),album,3.492666667,Gorillaz - She's My Collar [HQ],SalvaMu  ox,1010982,17675,260,FALSE,FALSE,159605929,7.276785714,Spotify
Gorillaz,Cracker Island (feat. Thundercat),Cracker Island (feat. Thundercat),single,3.5625,Gorillaz - Cracker Island ft. Thundercat (Official Video),Gorillaz,24459820,739527,20296,TRUE,TRUE,42671901,2.809230769,Spotify
Gorillaz,Dirty Harry,Demon Days,album,3.840433333,Gorillaz - Dirty Harry (Official Video),Gorillaz,154761056,1386920,39240,TRUE,TRUE,191074713,1.305059524,Spotify
Red Hot Chili Peppers,Californication,Californication (Deluxe Edition),album,5.49555,Red Hot Chili Peppers - Californication (Official Music Video) [HD UPGRADE],Red Hot Chili Peppers,1018811259,4394471,121452,TRUE,TRUE,1055738398,6.039370079,Spotify
Red Hot Chili Peppers,Under the Bridge,Blood Sugar Sex Magik (Deluxe Edition),album,4.405116667,Red Hot Chili Peppers - Under The Bridge [Official Music Video],Red Hot Chili Peppers,246687714,1213572,32761,TRUE,TRUE,1061750522,2.446808511,Spotify
Red Hot Chili Peppers,Can't Stop,By the Way (Deluxe Edition),album,4.483333333,Red Hot Chili Peppers - Can't Stop [Official Music Video],Red Hot Chili Peppers,336635759,1740224,32573,TRUE,TRUE,866464951,5.616766467,Spotify
Red Hot Chili Peppers,Scar Tissue,Californication (Deluxe Edition),album,3.59845,Red Hot Chili Peppers - Scar Tissue [Official Music Video],Red Hot Chili Peppers,435121530,1890900,37069,TRUE,TRUE,613838674,6.638888889,Spotify
Red Hot Chili Peppers,Otherside,Californication (Deluxe Edition),album,4.256216667,Red Hot Chili Peppers - Otherside [Official Music Video],Red Hot Chili Peppers,673528656,3140356,60091,TRUE,TRUE,732774515,10.51587302,Spotify
Red Hot Chili Peppers,Snow (Hey Oh),Stadium Arcadium,album,5.577783333,Red Hot Chili Peppers - Snow (Hey Oh) (Official Music Video),Red Hot Chili Peppers,320871237,1272266,37004,TRUE,TRUE,860722316,7.56302521,Spotify
Red Hot Chili Peppers,Dani California,Stadium Arcadium,album,4.702666667,Red Hot Chili Peppers - Dani California [Official Music Video],Red Hot Chili Peppers,324228662,1456622,49461,TRUE,TRUE,550067391,2.638728324,Spotify
Red Hot Chili Peppers,By the Way,By the Way (Deluxe Edition),album,3.61555,Red Hot Chili Peppers - By The Way [Official Music Video],Red Hot Chili Peppers,179005296,784717,20084,TRUE,TRUE,367485508,9.509803922,Spotify
Red Hot Chili Peppers,Give It Away,Blood Sugar Sex Magik (Deluxe Edition),album,4.715116667,Red Hot Chili Peppers - Give It Away [Official Music Video],Red Hot Chili Peppers,86637926,434837,16029,TRUE,TRUE,301947159,6.117647059,Spotify
Red Hot Chili Peppers,Dark Necessities,The Getaway,album,5.033333333,Red Hot Chili Peppers - Dark Necessities [Official Music Video],Red Hot Chili Peppers,440037964,2094182,56516,TRUE,TRUE,385677873,6.745454545,Youtube
50 Cent,In Da Club,Get Rich Or Die Tryin',album,3.22445,50 Cent - In Da Club (Official Music Video),50CentVEVO,1682616458,10481678,296745,TRUE,TRUE,1041736808,9.612817089,Youtube
50 Cent,Candy Shop,The Massacre,album,3.485116667,50 Cent - Candy Shop (Official Music Video) ft. Olivia,50CentVEVO,838974650,5014527,113251,TRUE,TRUE,701248893,1.510526316,Youtube
50 Cent,Just A Lil Bit,The Massacre,album,3.961783333,50 Cent - Just A Lil Bit,50CentVEVO,476133463,2523312,42075,TRUE,TRUE,395155110,2.196825397,Youtube
50 Cent,P.I.M.P.,Get Rich Or Die Tryin',album,4.157783333,"50 Cent - P.I.M.P. (Snoop Dogg Remix) ft. Snoop Dogg, G-Unit",50CentVEVO,572659065,3334710,60552,TRUE,TRUE,541728561,18.90274314,Youtube
50 Cent,Many Men (Wish Death),Get Rich Or Die Tryin',album,4.27045,50 Cent - Many Men (Wish Death) (Dirty Version),50CentVEVO,441155628,2765887,84117,TRUE,TRUE,332175400,6.305343511,Youtube
50 Cent,Disco Inferno,The Massacre,album,3.57045,50 Cent - Disco Inferno (Official Music Video),50CentVEVO,39825951,382791,12038,TRUE,TRUE,202477187,2.362007168,Spotify
50 Cent,21 Questions,Get Rich Or Die Tryin',album,3.74045,50 Cent - 21 Questions (Official Music Video) ft. Nate Dogg,50CentVEVO,503248572,2759199,54805,TRUE,TRUE,446003044,15.76171875,Youtube
50 Cent,Is This Love ('09) (feat. 50 Cent),Curtain Call 2,album,3.53355,"Eminem, 50 Cent - Is This Love ('09) [Visualizer]",EminemVEVO,5289821,245935,9008,TRUE,TRUE,28529840,4.287292818,Spotify
50 Cent,If I Can't,Get Rich Or Die Tryin',album,3.277333333,50 Cent - If I Can't (Official Music Video),Wu Sound,46096,612,14,FALSE,FALSE,210473579,26.85106383,Spotify
50 Cent,Best Friend - Remix,Best Friend (Remix),single,4.24155,50 Cent-Best Friend(Remix),Lightning,291023,5729,46,FALSE,FALSE,160037992,5.765765766,Spotify
Metallica,Enter Sandman (Remastered),Metallica (Remastered),album,5.526,Metallica: Enter Sandman (Official Music Video),Metallica,573553706,2828795,81335,TRUE,TRUE,0,13.344,Youtube
Metallica,Nothing Else Matters (Remastered),Metallica (Remastered),album,6.478883333,Metallica: Nothing Else Matters (Official Music Video),Metallica,1209806093,5127599,135946,TRUE,TRUE,0,4.955974843,Youtube
Metallica,Master of Puppets (Remastered),Master of Puppets (Remastered Deluxe Box Set),album,8.589783333,Master of Puppets (Remastered),Metallica - Topic,20762910,293409,1703,TRUE,TRUE,0,5.376623377,Youtube
Metallica,Whiskey In The Jar,"Garage, Inc.",album,5.08155,Metallica - Whiskey In The Jar (Official Music Video),Warner Records Vault,107553434,429797,12074,FALSE,FALSE,327681785,5.115789474,Spotify
Metallica,The Unforgiven (Remastered),Metallica (Remastered),album,6.452666667,Metallica - The Unforgiven (Official Music Video),Warner Records Vault,426125708,1781690,46392,FALSE,FALSE,0,2.28627451,Youtube
Metallica,One (Remastered),...And Justice for All (Remastered Deluxe Box Set),album,7.435766667,Metallica - One (Official Music Video) [Remastered in HD],"No Music, No Life !",524,18,1,FALSE,FALSE,0,1.635714286,Youtube
Metallica,For Whom The Bell Tolls (Remastered),Ride The Lightning (Deluxe Remaster),album,5.166216667,For Whom The Bell Tolls (Remastered),Metallica - Topic,23666398,274106,667,TRUE,TRUE,0,13.19018405,Youtube
Metallica,Lux   terna,Lux   terna,single,3.428,Metallica: Lux   terna (Official Music Video),Metallica,14937918,473751,46230,TRUE,TRUE,20061385,8.586206897,Spotify
Metallica,Sad But True (Remastered),Metallica (Remastered),album,5.41,Metallica: Sad But True (Official Music Video),Metallica,72737062,418124,15110,TRUE,TRUE,0,15.61497326,Youtube
Metallica,Screaming Suicide,Screaming Suicide,single,5.50755,Metallica: Screaming Suicide (Official Music Video),Metallica,4317758,217109,17225,TRUE,TRUE,3905429,4.066945607,Youtube
Coldplay,Yellow,Parachutes,album,4.446216667,Coldplay - Yellow (Official Video),Coldplay,832532409,4600933,118296,TRUE,TRUE,1483622308,2.824786325,Spotify
Coldplay,Viva La Vida,Viva La Vida or Death and All His Friends,album,4.03955,Coldplay - Viva La Vida (Official Video),Coldplay,789581468,4370461,261790,TRUE,TRUE,1325575712,5.660550459,Spotify
Coldplay,Sparks,Parachutes,album,3.784883333,Sparks,Coldplay - Topic,73201019,787343,1637,TRUE,TRUE,475353044,2.576923077,Spotify
Coldplay,Something Just Like This,Memories...Do Not Open,album,4.119333333,The Chainsmokers & Coldplay - Something Just Like This (Lyric),ChainsmokersVEVO,2118018686,10282499,270444,TRUE,TRUE,2030825694,3.87195122,Youtube
Coldplay,The Scientist,A Rush of Blood to the Head,album,5.16,Coldplay - The Scientist (Official 4K Video),Coldplay,1082588109,5532787,124357,TRUE,TRUE,1465980600,4.018181818,Spotify
Coldplay,A Sky Full of Stars,Ghost Stories,album,4.46445,Coldplay - A Sky Full Of Stars (Official Video),Coldplay,786404613,3741300,79974,TRUE,TRUE,1021782403,3.229665072,Spotify
Coldplay,Paradise,Mylo Xyloto,album,4.645316667,Coldplay - Paradise (Official Video),Coldplay,1665814269,8497224,343020,TRUE,TRUE,927288329,7.022809124,Youtube
Coldplay,Hymn for the Weekend,A Head Full of Dreams,album,4.30445,Coldplay - Hymn For The Weekend (Official Video),Coldplay,1828242112,13515772,377666,TRUE,TRUE,1049654852,2.132307692,Youtube
Coldplay,My Universe,Music Of The Spheres,album,3.769966667,Coldplay X BTS - My Universe (Official Video),Coldplay,254655970,8867547,432726,TRUE,TRUE,883224238,2.167682927,Spotify
Coldplay,Fix You,X&Y,album,4.92555,Coldplay - Fix You (Official Video),Coldplay,566239229,2962029,114460,TRUE,TRUE,1115171056,3.690265487,Spotify
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],single,4.140216667,Daft Punk - Get Lucky (Official Video) feat. Pharrell Williams and Nile Rodgers,convar HUN,32310867,956073,19646,FALSE,FALSE,844698895,8.02970297,Spotify
Daft Punk,One More Time,Discovery,album,5.339283333,Daft Punk - One More Time (Official Video),Daft Punk,432177586,2707992,110189,TRUE,TRUE,471747761,2.09939759,Spotify
Daft Punk,Instant Crush (feat. Julian Casablancas),Random Access Memories,album,5.626,Daft Punk - Instant Crush (Video) ft. Julian Casablancas,DaftPunkVEVO,606828966,3111505,87115,TRUE,TRUE,460589724,7.597402597,Youtube
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers),Random Access Memories,album,6.16045,Daft Punk - Get Lucky (Official Video) feat. Pharrell Williams and Nile Rodgers,convar HUN,32310867,956073,19646,FALSE,FALSE,400304719,11.01388889,Spotify
Daft Punk,Around the World,Homework,album,7.158883333,Daft Punk - Around The World (Official Music Video Remastered),Daft Punk,38218353,466569,11904,TRUE,TRUE,293417547,8.774834437,Spotify
Daft Punk,"Harder, Better, Faster, Stronger",Discovery,album,3.744883333,"Daft Punk - Harder, Better, Faster, Stronger (Official Video)",Daft Punk,121308880,1329678,70754,TRUE,TRUE,292668007,2,Spotify
Daft Punk,Something About Us,Discovery,album,3.877783333,Daft Punk - Something About Us (Official Video),Daft Punk,77464307,723914,23915,TRUE,TRUE,185381876,10.32608696,Spotify
Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),Random Access Memories,album,5.898216667,Daft Punk - Lose Yourself to Dance (Official Version),DaftPunkVEVO,195983803,1115598,37436,TRUE,TRUE,274711166,8.751660027,Spotify
Daft Punk,Veridis Quo,Discovery,album,5.753116667,Daft Punk - Veridis Quo (Official Video),Daft Punk,23984070,216822,7260,TRUE,TRUE,90589464,6.605769231,Spotify
Daft Punk,Digital Love,Discovery,album,5.022883333,Daft Punk - Digital Love (Official Video),Daft Punk,30079390,203063,8957,TRUE,TRUE,115484456,1.941520468,Spotify
Linkin Park,In the End,Hybrid Theory (Bonus Edition),album,3.614666667,In The End [Official HD Music Video] - Linkin Park,Linkin Park,1487186392,10183387,409471,TRUE,TRUE,1444841705,4.133971292,Youtube
Linkin Park,Numb,Meteora,album,3.093116667,Numb [Official Music Video] - Linkin Park,Linkin Park,1928733776,12341722,550921,TRUE,TRUE,1195213410,1.350547731,Youtube
Linkin Park,What I've Done,Minutes to Midnight,album,3.426883333,What I've Done [Official Music Video] - Linkin Park,Linkin Park,587927093,3370635,148741,TRUE,TRUE,589294152,6.739130435,Spotify
Linkin Park,Numb / Encore,Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,single,3.428883333,Numb/Encore [Live] - Linkin Park & Jay Z,Linkin Park,44436981,226771,9260,TRUE,TRUE,778880225,1.362542955,Spotify
Linkin Park,One Step Closer,Hybrid Theory (Bonus Edition),album,2.622216667,One Step Closer [Official HD Music Video] - Linkin Park,Linkin Park,154808291,1102031,33750,TRUE,TRUE,447287242,12.31257942,Spotify
Linkin Park,Faint,Meteora,album,2.71,Faint [Official Music Video] - Linkin Park,Linkin Park,378323695,2061834,65731,TRUE,TRUE,413355749,13.37893297,Spotify
Linkin Park,Bleed It Out,Minutes to Midnight,album,2.772883333,Bleed It Out [Official Music Video] - Linkin Park,Linkin Park,135176149,762715,27609,TRUE,TRUE,388331061,1.585245902,Spotify
Linkin Park,Papercut,Hybrid Theory (Bonus Edition),album,3.081116667,Papercut [Official HD Music Video] - Linkin Park,Linkin Park,240834555,1400306,50003,TRUE,TRUE,345142662,1.507223114,Spotify
Linkin Park,Crawling,Hybrid Theory (Bonus Edition),album,3.482666667,Crawling [Official HD Music Video] - Linkin Park,Linkin Park,374506972,2197293,96490,TRUE,TRUE,391929621,1.309701493,Spotify
Linkin Park,BURN IT DOWN,LIVING THINGS,album,3.83755,BURN IT DOWN [Official Music Video] - Linkin Park,Linkin Park,353135986,2534190,113567,TRUE,TRUE,368132993,13.74823197,Spotify
Radiohead,Creep,Pablo Honey,album,3.977333333,Radiohead - Creep,Radiohead,763497849,4777393,147276,TRUE,TRUE,1101854725,3.333333333,Spotify
Radiohead,No Surprises,OK Computer,album,3.818666667,Radiohead - No Surprises,Radiohead,167847274,1274934,40034,TRUE,TRUE,379349681,3.477876106,Spotify
Radiohead,Karma Police,OK Computer,album,4.401116667,Radiohead - Karma Police,Radiohead,89246405,593396,17682,TRUE,TRUE,382823305,2.912790698,Spotify
Radiohead,High and Dry,The Bends,album,4.291333333,Radiohead -  High & Dry -  American Version [OFFICIAL MUSIC VIDEO],Justice Elan Wenzloff,80290,2133,238,FALSE,FALSE,291096318,4.274553571,Spotify
Radiohead,Exit Music (For A Film),OK Computer,album,4.453116667,Exit Music (For A Film),Radiohead - Topic,10644157,171322,1669,TRUE,TRUE,146857863,1.652694611,Spotify
Radiohead,Weird Fishes/ Arpeggi,In Rainbows,album,5.303116667,Radiohead - Weird Fishes -  by Tobias Stretch,Radiohead,15335499,125774,4852,FALSE,TRUE,121688699,6.718061674,Spotify
Radiohead,Jigsaw Falling Into Place,In Rainbows,album,4.148216667,Radiohead - Jigsaw Falling Into Place,Radiohead,26398730,180969,8010,TRUE,TRUE,79367881,11.22807018,Spotify
Radiohead,Fake Plastic Trees,The Bends,album,4.845116667,Radiohead - Fake Plastic Trees,Radiohead,61340263,398951,15400,TRUE,TRUE,219867047,1.133663366,Spotify
Radiohead,Just,The Bends,album,3.913333333,Radiohead - Just,Radiohead,15041854,146328,6899,TRUE,TRUE,88945336,10.05242464,Spotify
Radiohead,Nude,In Rainbows,album,4.25645,Radiohead - Nude,Radiohead,12205514,124486,4536,TRUE,TRUE,86388469,3.990665111,Spotify
AC/DC,Highway to Hell,Highway to Hell,album,3.473333333,AC/DC - Highway to Hell (Official Video),acdcVEVO,274830901,2039258,44487,TRUE,TRUE,1143164505,5.852564103,Spotify
AC/DC,Thunderstruck,The Razors Edge,album,4.881333333,AC/DC - Thunderstruck (Official Video),acdcVEVO,1224226060,5989128,153047,TRUE,TRUE,1088388556,4.101382488,Youtube
AC/DC,Back In Black,Back In Black,album,4.258216667,AC/DC - Back In Black (Official Video),acdcVEVO,915158054,5643694,134549,TRUE,TRUE,1182379398,8.45410628,Spotify
AC/DC,You Shook Me All Night Long,Back In Black,album,3.502883333,AC/DC - You Shook Me All Night Long (Official Video),acdcVEVO,279117834,1348845,26645,TRUE,TRUE,802076123,1.966666667,Spotify
AC/DC,T.N.T.,High Voltage,album,3.577783333,"AC/DC - T.N.T. (Live At River Plate, December 2009)",acdcVEVO,240908491,934797,19584,TRUE,TRUE,526521070,7.514851485,Spotify
AC/DC,Hells Bells,Back In Black,album,5.204883333,AC/DC - Hells Bells (Official Video),acdcVEVO,252038354,1067479,29353,TRUE,TRUE,296521772,3.197802198,Spotify
AC/DC,Dirty Deeds Done Dirt Cheap,Dirty Deeds Done Dirt Cheap,album,3.86555,AC/DC - Dirty Deeds Done Dirt Cheap (Official Audio),acdcVEVO,852728,14044,1029,TRUE,TRUE,269837425,6.711111111,Spotify
AC/DC,Shoot to Thrill,Back In Black,album,5.29045,AC/DC - Shoot To Thrill (Iron Man 2 Version),acdcVEVO,172293392,642344,17673,TRUE,TRUE,292026041,2.282828283,Spotify
AC/DC,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),High Voltage,album,5.02045,AC/DC - It's a Long Way to the Top (If You Wanna Rock 'n' Roll) (Official Video),Official Lives & Music Videos - Official Channel,102527,1881,240,FALSE,FALSE,196347993,15.60578662,Spotify
AC/DC,Rock N Roll Train,Black Ice,album,4.35845,AC/DC - Rock N Roll Train (Official Video),acdcVEVO,18237531,119749,2251,TRUE,TRUE,144143014,3.348920863,Spotify
Black Eyed Peas,I Gotta Feeling,THE E.N.D. (THE ENERGY NEVER DIES),album,4.818883333,The Black Eyed Peas - I Gotta Feeling (Official Music Video),BlackEyedPeasVEVO,638267058,3670416,131565,TRUE,TRUE,1001227038,1.504911591,Spotify
Black Eyed Peas,DON'T YOU WORRY,ELEVATION,album,3.240633333,"Black Eyed Peas, Shakira, David Guetta - DON'T YOU WORRY (Official Music Video)",BlackEyedPeasVEVO,144690551,1327396,57072,TRUE,TRUE,162685755,4.717391304,Spotify
Black Eyed Peas,Where Is The Love ,Elephunk,album,4.542216667,The Black Eyed Peas - Where Is The Love  (Official Music Video),BlackEyedPeasVEVO,888076529,4899065,180386,TRUE,TRUE,752091441,5.335877863,Youtube
Black Eyed Peas,Just Can   t Get Enough,The Beginning,album,3.657116667,The Black Eyed Peas - Just Can't Get Enough (Official Music Video),BlackEyedPeasVEVO,292211575,1594576,70720,TRUE,TRUE,331578264,5.980952381,Spotify
Black Eyed Peas,GIRL LIKE ME,TRANSLATION,album,3.708716667,"Black Eyed Peas, Shakira - GIRL LIKE ME (Official Music Video)",BlackEyedPeasVEVO,662529115,5488829,222922,TRUE,TRUE,453923193,7.404580153,Youtube
Black Eyed Peas,Pump It,Monkey Business,album,3.551116667,The Black Eyed Peas - Pump It (Official Music Video),BlackEyedPeasVEVO,755836314,4746197,133551,TRUE,TRUE,492130246,1.239680426,Youtube
Black Eyed Peas,Pump It Louder,Pump It Louder,single,2.64285,Ti  sto & Black Eyed Peas - Pump It Louder (Official Video),Ti  sto,2099141,61252,1238,TRUE,TRUE,27908495,1.129496403,Spotify
Black Eyed Peas,Meet Me Halfway,THE E.N.D. (THE ENERGY NEVER DIES),album,4.73955,The Black Eyed Peas - Meet Me Halfway (Official Music Video),BlackEyedPeasVEVO,458724349,2094991,73011,TRUE,TRUE,363930118,1.941358025,Youtube
Black Eyed Peas,RITMO (Bad Boys For Life),TRANSLATION,album,3.580916667,"Black Eyed Peas, J Balvin - RITMO (Bad Boys For Life) (Official Music Video)",BlackEyedPeasVEVO,1021503328,6398855,130819,TRUE,TRUE,869795408,0.980821918,Youtube
Black Eyed Peas,SIMPLY THE BEST,ELEVATION,album,3.9365,"Black Eyed Peas, Anitta, El Alfa - SIMPLY THE BEST (Official Music Video)",BlackEyedPeasVEVO,43226385,242932,38381,TRUE,TRUE,18501860,6.312,Youtube
Michael Jackson,Billie Jean,Thriller,album,4.903783333,Michael Jackson - Billie Jean (Official Video),michaeljacksonVEVO,1300732161,9523245,508425,TRUE,TRUE,1302677366,11.03864734,Spotify
Michael Jackson,Chicago,XSCAPE,album,4.091783333,Michael Jackson - Chicago,MJ4481,545655,7314,386,FALSE,FALSE,103974637,4.042780749,Spotify
Michael Jackson,Beat It,Thriller,album,4.306666667,Michael Jackson - Beat It (Official 4K Video),michaeljacksonVEVO,905692299,6656468,259358,TRUE,TRUE,826832314,3.038461538,Youtube
Michael Jackson,Smooth Criminal - 2012 Remaster,Bad (Remastered),album,4.296,Michael Jackson - Smooth Criminal (Single Version) HD,vman,84652754,672624,25952,FALSE,FALSE,526030670,3.205882353,Spotify
Michael Jackson,Rock with You - Single Version,Off the Wall,album,3.677116667,Michael Jackson - Rock With You (Official Video),michaeljacksonVEVO,301845823,2269865,87490,TRUE,TRUE,346137424,3.386075949,Spotify
Michael Jackson,Don't Stop 'Til You Get Enough,Off the Wall,album,6.091116667,Michael Jackson - Don   t Stop 'Til You Get Enough (Official Video),michaeljacksonVEVO,349102050,2254295,89160,TRUE,TRUE,389644450,4.486338798,Spotify
Michael Jackson,They Don't Care About Us,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",album,4.736,Michael Jackson - They Don   t Care About Us (Brazil Version) (Official Video),michaeljacksonVEVO,978680025,8312571,335112,TRUE,TRUE,256361972,2.810559006,Youtube
Michael Jackson,Remember the Time,Dangerous,album,3.987116667,Michael Jackson - Remember The Time (Official Video),michaeljacksonVEVO,504057332,3085718,127080,TRUE,TRUE,224254298,3.019672131,Youtube
Michael Jackson,The Way You Make Me Feel - 2012 Remaster,Bad (Remastered),album,4.968666667,Michael Jackson - The Way You Make Me Feel (Official Video),michaeljacksonVEVO,436325398,2515830,94765,TRUE,TRUE,349629692,5.930555556,Youtube
Michael Jackson,Love Never Felt So Good,XSCAPE,album,4.10045,"Michael Jackson, Justin Timberlake - Love Never Felt So Good (Official Video)",michaeljacksonVEVO,343328494,2121502,53821,TRUE,TRUE,280500270,10.86102719,Youtube
P!nk,Just Give Me a Reason (feat. Nate Ruess),The Truth About Love,album,4.04555,P!nk - Just Give Me A Reason ft. Nate Ruess,PinkVEVO,1518313784,6420621,166423,TRUE,TRUE,995490565,4.143939394,Youtube
P!nk,Never Gonna Not Dance Again,Never Gonna Not Dance Again,single,3.76315,P!NK - Never Gonna Not Dance Again (Official Video),PinkVEVO,10941241,216805,7540,TRUE,TRUE,34361626,4.920245399,Spotify
P!nk,Raise Your Glass,Raise Your Glass,single,3.382666667,P!nk - Raise Your Glass (Official Video),PinkVEVO,237232986,1026177,47667,TRUE,TRUE,502735560,24.44827586,Spotify
P!nk,Try,The Truth About Love,album,4.131783333,P!nk - Try (Official Video),PinkVEVO,534286492,2554163,78435,TRUE,TRUE,476783121,6.652542373,Youtube
P!nk,So What,Funhouse (Expanded Edition),album,3.586,P!nk - So What (Official Video),PinkVEVO,432775314,2187945,60960,TRUE,TRUE,471672024,3.609958506,Spotify
P!nk,What About Us,Beautiful Trauma,album,4.493333333,P!NK - What About Us (Official Video),PinkVEVO,339837769,1819636,38357,TRUE,TRUE,662431775,6.490066225,Spotify
P!nk,Cover Me In Sunshine,All I Know So Far: Setlist,album,2.30955,"P!NK, Willow Sage Hart - Cover Me In Sunshine (Official Video)",PinkVEVO,80575503,948515,24233,TRUE,TRUE,346097538,4.519083969,Spotify
P!nk,TRUSTFALL,TRUSTFALL,single,3.953333333,P!NK - TRUSTFALL (Official Video),PinkVEVO,3309247,146755,5707,TRUE,TRUE,2790105,6.040816327,Youtube
P!nk,Who Knew,I'm Not Dead,album,3.474883333,P!nk - Who Knew (Official Video),PinkVEVO,168736063,611231,20095,TRUE,TRUE,219363750,9.708994709,Spotify
P!nk,True Love (feat. Lily Allen),The Truth About Love,album,3.84555,P!nk - True Love (Official Video) ft. Lily Allen,PinkVEVO,149977268,938718,31361,TRUE,TRUE,170002964,7.62037037,Spotify
Eminem,Mockingbird,Encore (Deluxe Version),album,4.179333333,Eminem - Mockingbird [Official Music Video],EminemVEVO,719661717,5550929,205147,TRUE,TRUE,908006704,4.346153846,Spotify
Eminem,Without Me,The Eminem Show,album,4.838666667,Eminem - Without Me (Official Music Video),EminemVEVO,1590485349,11469490,341006,TRUE,TRUE,1457351902,2.82278481,Youtube
Eminem,The Real Slim Shady,The Marshall Mathers LP,album,4.736666667,Eminem - The Real Slim Shady (Official Video - Clean Version),EminemVEVO,777507160,6489755,169037,TRUE,TRUE,1232567233,14.55947137,Spotify
Eminem,Superman,The Eminem Show,album,5.838666667,Eminem - Superman (Clean Version) ft. Dina Rae,EminemVEVO,139257221,950561,35404,TRUE,TRUE,466021760,2.559322034,Spotify
Eminem,Till I Collapse,The Eminem Show,album,4.963116667,Eminem - Till I Collapse Feat. Nate Dogg [OFFICIAL MUSIC VIDEO],Myde ko,1931315,18992,291,FALSE,FALSE,1548871694,10.37990196,Spotify
Eminem,Stan,The Marshall Mathers LP,album,6.735116667,Eminem - Stan (Long Version) ft. Dido,EminemVEVO,623027280,5152714,199113,TRUE,TRUE,799979337,1.482625483,Spotify
Eminem,Love The Way You Lie,Recovery,album,4.38955,Eminem - Love The Way You Lie ft. Rihanna,EminemVEVO,2539156924,12696568,599124,TRUE,TRUE,1115478746,1.778846154,Youtube
Eminem,Godzilla (feat. Juice WRLD),Music To Be Murdered By,album,3.513333333,Eminem - Godzilla ft. Juice WRLD (Directed by Cole Bennett),Lyrical Lemonade,547039623,9287567,398333,FALSE,FALSE,1072650382,2.551369863,Spotify
Eminem,Sing For The Moment,The Eminem Show,album,5.659116667,Eminem - Sing For The Moment (Official Music Video),EminemVEVO,454015875,2471743,99418,TRUE,TRUE,357737050,19.342723,Youtube
Eminem,Not Afraid,Recovery,album,4.13555,Eminem - Not Afraid,EminemVEVO,1727241246,11425215,872181,TRUE,TRUE,789922926,4.653658537,Youtube
Pharrell Williams,Happy - From Despicable Me 2,G I R L,album,3.878666667,Pharrell Williams - Happy (from Despicable Me 2) [Ballroom Version],PharrellWilliamsVEVO,128396799,718507,14157,TRUE,TRUE,1143833476,9.052863436,Spotify
Pharrell Williams,Down In Atlanta,Down In Atlanta,single,2.734016667,"Pharrell Williams, Travis Scott - Down In Atlanta (Official Lyric Video)",PharrellWilliamsVEVO,3658044,88925,2271,TRUE,TRUE,42006396,12.44680851,Spotify
Pharrell Williams,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,album,3.72355,"Calvin Harris - Feels (Official Video) ft. Pharrell Williams, Katy Perry, Big Sean",CalvinHarrisVEVO,673495248,4097957,105475,TRUE,TRUE,981287133,7.900318134,Spotify
Pharrell Williams,Cash In Cash Out,Cash In Cash Out,single,3.602266667,"Pharrell Williams - Cash In Cash Out (Official Video) ft. 21 Savage, Tyler, The Creator",PharrellWilliamsVEVO,20392451,560857,16545,TRUE,TRUE,104603335,6.674612634,Spotify
