Artist,Track,Album,Album_type,Duration_min,Title,Channel,Views,Likes,Comments,Licensed,official_video,Stream,EnergyLiveness,most_playedon
Brad Paisley,She's Everything,Time Well Wasted,album,4.448666667,Brad Paisley - She's Everything (Official Video),BRADPAISLEYVEVO,77653564,394760,9627,TRUE,TRUE,113807657,2.463917526,Spotify
Brad Paisley,Whiskey Lullaby (feat. Alison Krauss),Mud On The Tires,album,4.33155,Brad Paisley - Whiskey Lullaby ft. Alison Krauss (Official Video),BRADPAISLEYVEVO,234466296,1428964,58670,TRUE,TRUE,218223347,1.771276596,Youtube
Brad Paisley,I'm Gonna Miss Her,Part II,album,3.23845,Brad Paisley - I'm Gonna Miss Her,BRADPAISLEYVEVO,36549339,162099,5092,TRUE,TRUE,51348342,4.336448598,Spotify
Brad Paisley,Then,American Saturday Night,album,5.360666667,Brad Paisley - Then (Live on Letterman),BRADPAISLEYVEVO,2187340,7728,386,TRUE,TRUE,77033234,3.076555024,Spotify
Brad Paisley,Mud on the Tires,Mud On The Tires,album,3.471116667,Brad Paisley - Mud On The Tires,BRADPAISLEYVEVO,8957974,28989,1497,TRUE,TRUE,95439261,4.45508982,Spotify
Brad Paisley,Remind Me (with Carrie Underwood),This Is Country Music,album,4.531783333,Brad Paisley - Remind Me  ft. Carrie Underwood (Official Video),BRADPAISLEYVEVO,150455253,608897,17350,TRUE,TRUE,65357772,3.226666667,Youtube
Brad Paisley,When I Get Where I'm Going (feat. Dolly Parton),Time Well Wasted,album,4.11755,Brad Paisley - When I Get Where I'm Going (Featuring Dolly Parton),BRADPAISLEYVEVO,46938811,267243,12307,TRUE,TRUE,43082035,3.509259259,Youtube
Brad Paisley,We Danced,Who Needs Pictures,album,3.77045,We Danced - Brad Paisley,littlemissbooklover,14125887,54905,2022,FALSE,FALSE,37827892,3.25,Spotify
Brad Paisley,Waitin' On a Woman,Time Well Wasted,album,4.543116667,Brad Paisley - Waitin' On A Woman,BRADPAISLEYVEVO,28870319,156305,5577,TRUE,TRUE,20594725,5.460176991,Youtube
"Hank Williams, Jr.",Family Tradition,Family Tradition,album,4.049333333,Hank Williams Jr. - Family Tradition - 1982,VHS-Goldie,7759291,42136,1460,FALSE,FALSE,121920128,3.683098592,Spotify
"Hank Williams, Jr.",A Country Boy Can Survive,The Pressure Is On,album,4.25,"Hank Williams, Jr. - A Country Boy Can Survive (Official Music Video)","Hank Williams, Jr.",138372638,676334,30072,TRUE,TRUE,128648571,5.625,Youtube
"Hank Williams, Jr.",Dinosaur,Habits Old And New,album,3.327783333,hank williams jr - dinosaur,dahmeredsback,20762095,83193,3604,FALSE,FALSE,60786512,4.154852781,Spotify
"Hank Williams, Jr.",Whiskey Bent And Hell Bound,Whiskey Bent And Hell Bound,album,3.139783333,Hank Williams jr - Whiskey Bent And Hell Bound,Hank Williams,21640538,110249,2990,FALSE,TRUE,60492446,2.180981595,Spotify
"Hank Williams, Jr.",If Heaven Ain't A Lot Like Dixie,High Notes,album,2.743333333,If Heaven Ain't A Lot Like Dixie,"Hank Williams, Jr. - Topic",18397125,130727,1322,TRUE,TRUE,43973537,6.835599506,Spotify
"Hank Williams, Jr.",Weatherman,The Pressure Is On,album,3.662216667,Hank Williams Jr. - Mr. Weatherman - 1982,VHS-Goldie,4539156,28615,1371,FALSE,FALSE,21477686,4.396355353,Spotify
"Hank Williams, Jr.",Outlaw Women,Whiskey Bent And Hell Bound,album,3.041116667,Hank Williams Jr - Outlaw Women,Hank Williams,18305418,96355,2024,FALSE,TRUE,25584789,1.286956522,Spotify
"Hank Williams, Jr.",Okie From Muskogee - Live,Okie From Muskogee (Live),single,1.595783333,Merle Haggard & Willie Nelson Okie from Muskogee,Ambassador Entertainment Inc.,12702074,56825,1219,TRUE,TRUE,2057681,0.943089431,Youtube
"Hank Williams, Jr.",The American Way,Habits Old And New,album,3.122216667,Hank Williams Jr - The American Way,Hank Williams,316670,2759,58,FALSE,TRUE,14032259,18.0625,Spotify
"Hank Williams, Jr.",O.D.'d In Denver,Whiskey Bent And Hell Bound,album,2.673333333,Hank Williams Jr - O.D.'d in Denver,Hank Williams,5670459,24205,918,FALSE,TRUE,18845693,4.40122825,Spotify
J  hann J  hannsson,Chalkboard,The Theory of Everything (Original Motion Picture Soundtrack),album,1.084,Chalkboard,J  hann J  hannsson - Topic,60924,562,3,TRUE,TRUE,12549289,1.160809372,Spotify
J  hann J  hannsson,The Theory of Everything,The Theory of Everything (Original Motion Picture Soundtrack),album,1.144866667,FSO 2015 Oficial | 'Suite' The Theory of Everything (J. J  hannsson),filmsymphony,229657,3188,4,FALSE,FALSE,51606375,1.026086957,Spotify
J  hann J  hannsson,A Model of the Universe,The Theory of Everything (Original Motion Picture Soundtrack),album,2.874066667,A Model of the Universe,J  hann J  hannsson - Topic,621891,7481,9,TRUE,TRUE,41878507,0.199095023,Spotify
J  hann J  hannsson,A Game of Croquet,The Theory of Everything (Original Motion Picture Soundtrack),album,2.759533333,A Game of Croquet,J  hann J  hannsson - Topic,250753,2583,11,TRUE,TRUE,18988638,0.693548387,Spotify
J  hann J  hannsson,Camping,The Theory of Everything (Original Motion Picture Soundtrack),album,1.314583333,Camping,J  hann J  hannsson - Topic,62864,871,7,TRUE,TRUE,9495529,1,Spotify
J  hann J  hannsson,Epilogue,The Theory of Everything (Original Motion Picture Soundtrack),album,1.81615,Epilogue,J  hann J  hannsson - Topic,84145,1416,5,TRUE,TRUE,13622628,0.810185185,Spotify
J  hann J  hannsson,Domestic Pressures,The Theory of Everything (Original Motion Picture Soundtrack),album,2.620366667,Domestic Pressures,J  hann J  hannsson - Topic,253187,3656,7,TRUE,TRUE,21672580,1.146551724,Spotify
J  hann J  hannsson,Forces of Attraction,The Theory of Everything (Original Motion Picture Soundtrack),album,2.052633333,Force of Attraction    J  hann J  hannsson (Music Video 2020),manolo1918,2798,106,15,FALSE,FALSE,24641200,1.235294118,Spotify
J  hann J  hannsson,The Dreams that Stuff is Made Of,The Theory of Everything (Original Motion Picture Soundtrack),album,1.863933333,The Dreams that Stuff is Made Of,J  hann J  hannsson - Topic,78017,832,3,TRUE,TRUE,7434593,0.742608696,Spotify
J  hann J  hannsson,A Sparrow Alighted upon our Shoulder,Orph  e,album,2.45155,J  hannsson: A Sparrow Alighted upon our Shoulder,J  hann J  hannsson - Topic,193503,2493,16,TRUE,TRUE,14610120,0.879032258,Spotify
112,Peaches & Cream,Part III,album,3.218216667,112 - Peaches And Cream (Official Music Video),Bad Boy Entertainment,28261569,227808,4234,TRUE,TRUE,91182232,9.77443609,Spotify
112,Dance With Me,Part III,album,3.863333333,112 Dance With Me,ryan75015,10752641,56560,1535,FALSE,FALSE,55082469,11.56108597,Spotify
112,Cupid,112,album,4.20445,112 - Cupid (Official Music Video),Bad Boy Entertainment,20597417,190822,4271,TRUE,TRUE,75790162,10.2425876,Spotify
112,Only You (feat. The Notorious B.I.G. & Mase) - Bad Boy Remix,112,album,4.82355,112 ft BIGGIE & MASE - ONLY YOU,Adam Gomez,76971300,377800,10464,FALSE,FALSE,93037718,5.287009063,Spotify
112,U Already Know,Pleasure & Pain,album,3.314666667,112 - U Already Know,112VEVO,13539103,91549,2317,TRUE,TRUE,24008203,3.078313253,Spotify
112,It's Over Now,Part III,album,4.41555,112 - It's Over Now (Official Music Video),Bad Boy Entertainment,17438949,115026,3487,TRUE,TRUE,40400843,9.64673913,Spotify
112,Only You (feat. The Notorious B.I.G.) - Radio Mix,112,album,4.34045,112 [feat. The Notorious B.I.G. & Mase] - Only You [Remix] (Official Music Video),Bad Boy Entertainment,10395394,86502,1612,TRUE,TRUE,38064305,5.75,Spotify
112,Anywhere,Room 112,album,4.0736,112 - Anywhere (Official Music Video),Bad Boy Entertainment,12752415,133477,3465,TRUE,TRUE,30854723,4.090163934,Spotify
112,Peaches & Cream (feat. P. Diddy),R&B Hits,compilation,3.765783333,112 - Peaches And Cream (Official Music Video),Bad Boy Entertainment,28261569,227808,4234,TRUE,TRUE,39485506,4.162790698,Spotify
112,Dance With Me (feat. Beanie Sigel) - Remix,R&B Hits,compilation,4.92045,112 - Dance With Me (Remix) (Feat. Beanie Sigel),BlackoutTV,164102,1789,77,FALSE,FALSE,11057694,7.272727273,Spotify
Nusrat Fateh Ali Khan,Lut Gaye,Lut Gaye,single,3.800516667,Lut Gaye - Original Ankh Uthi Mohabbat Ne (Full Song) - Ustad Nusrat Fateh Ali Khan - OSA Worldwide,Oriental Star Agencies Ltd,6083740,57232,915,TRUE,TRUE,115076748,3.204081633,Spotify
Nusrat Fateh Ali Khan,Mere Rashke Qamar,Baadshaho,compilation,3.673033333,MERE RASHKE QAMAR (Original Complete Version) - USTAD NUSRAT FATEH ALI KHAN - OFFICIAL VIDEO,HI-TECH MUSIC LTD,55547267,437040,25018,TRUE,TRUE,35279310,6.693548387,Youtube
Nusrat Fateh Ali Khan,Mere Baad Kisko Sataoge (Lo-Fi),Mere Baad Kisko Sataoge (Lo-Fi),single,1.659716667,Mere Baad Kisko Sataoge (LoFi) Madhur Sharma | Halka Halka Suroor  | ER Music | @PearlRecords,Madhur Sharma,488382,15204,496,TRUE,TRUE,9987028,3,Spotify
Nusrat Fateh Ali Khan,Sochta Houn,Reformed,album,4.621316667,Sochta Houn (Remix) (Dekhte) - Ustad Nusrat Fateh Ali Khan & A1 MelodyMaster - OSA Official HD Video,Oriental Star Agencies Ltd,186757770,1611270,38079,TRUE,TRUE,14179201,8.649386085,Youtube
Nusrat Fateh Ali Khan,Dil Pe Zakham Khate Hain,"Revamped, Vol. 3 (Remix)",album,4.7419,Dil pe zakham khate hain Remix Trap #Remix #Afternight #Vibes,AfterNight Vibes,4487629,84322,1066,FALSE,FALSE,5787015,5.869797225,Spotify
Nusrat Fateh Ali Khan,Dillagi,Dillagi,single,4.985683333,"Tumhe Dillagi Bhool Jani Padegi by Nusrat Fateh Ali Khan  ,Very Old Live Rare Video",Shagufta Shan,287833,5404,286,FALSE,FALSE,10265153,4.685185185,Spotify
Nusrat Fateh Ali Khan,Kali Kali Zulfon Ke Phande Na Dalo,"Kali Kali Zulfon, Vol. 27",album,14.32241667,Kali Kali Zulfon Ke Phande Na | Nusrat Fateh Ali Khan | complete full version | OSA Worldwide,Oriental Star Agencies Ltd,73838324,1025936,23251,TRUE,TRUE,9304837,0.794050343,Youtube
Nusrat Fateh Ali Khan,Hai Kahan Ka Irada,"Revamped, Vol. 3 (Remix)",album,5.430483333,Hai Kahan Ka Irada Sanam - Ustad Nusrat Fateh Ali Khan - OSA Official HD Video,Oriental Star Agencies Ltd,6416977,91901,3814,TRUE,TRUE,1926052,4.857142857,Youtube
Nusrat Fateh Ali Khan,Yeh Jo Halka Saroor Hae,"The Best of Shahenshah-E-Qawwali, Vol. 1",album,7.24325,Ye Jo Halka Halka Saroor Hai - Ustad Nusrat Fateh Ali Khan - OSA Official HD Video,Oriental Star Agencies Ltd,23145519,204361,9800,TRUE,TRUE,5560596,2.06122449,Youtube
Nusrat Fateh Ali Khan,Tumhe Dil Lagi Bhool Jani Padegi,DilLagi,album,16.39053333,"Tumhe Dillagi Bhool Jani Padegi by Nusrat Fateh Ali Khan  ,Very Old Live Rare Video",Shagufta Shan,287833,5404,286,FALSE,FALSE,4737961,2.450381679,Spotify
Brandy,The Boy Is Mine,Never Say Never,album,4.913116667,Brandy & Monica - The Boy Is Mine (Official Video),Brandy Videos,72129463,597298,13648,TRUE,TRUE,169776595,2.22327044,Spotify
Brandy,I Wanna Be Down,Brandy,album,4.861116667,Brandy - I Wanna Be Down (Official Video),Brandy Videos,31904596,275166,7921,TRUE,TRUE,57113622,0.64600551,Spotify
Brandy,LOVE AGAIN,CASE STUDY 01,album,3.5713,BRANDY X DANIEL CAESAR - LOVE AGAIN (OFFICIAL LYRIC VIDEO),Brandy,3323640,46201,596,FALSE,TRUE,79657574,4.121495327,Spotify
Brandy,Have You Ever,Never Say Never,album,4.557333333,Brandy - Have You Ever (Official Video),Brandy Videos,45557589,385341,9156,TRUE,TRUE,47298972,1.600600601,Spotify
Brandy,Best Friend,Brandy,album,4.814,Brandy - Best Friend (Official Video),Brandy Videos,6864413,70362,2328,TRUE,TRUE,11452674,8.703374778,Spotify
Brandy,Starting Now,Starting Now,single,3.402883333,Brandy - Starting Now (Official Video),DisneyMusicVEVO,1911876,35816,1465,TRUE,TRUE,10409084,9.4345898,Spotify
Brandy,Somebody   s Son (Ft Brandy),Water & Garri,single,3.635516667,Tiwa Savage - Somebody   s Son ft. Brandy,TiwaSavageVEVO,27826356,308620,14325,TRUE,TRUE,15409127,3.74537037,Youtube
Brandy,Almost Doesn't Count,Never Say Never,album,3.641116667,Brandy - Almost Doesn't Count (Official Video),Brandy Videos,8996225,95661,2061,TRUE,TRUE,14207182,3.436708861,Spotify
Brandy,Afrodisiac,Afrodisiac,album,3.805333333,Brandy - Afrodisiac (Official Video),Brandy Videos,12163959,69655,4104,TRUE,TRUE,16249633,6.104944501,Spotify
Brandy,Put It Down (feat. Chris Brown),Two Eleven (Deluxe Version),album,4.10355,Brandy - Put It Down ft. Chris Brown,BrandyVEVO,58424611,479410,31000,TRUE,TRUE,30970258,4.981905911,Youtube
Leo Mattioli,Conmigo Te Gust  ,En Directo - Piel Con Piel,album,1.62445,Leo Mattioli - Conmigo te Gust  ,CumbiaTube,1354631,4779,106,TRUE,TRUE,25550632,1.640653358,Spotify
Leo Mattioli,Hitazos: Amores Como el Nuestro / Que Fue / Alg  n d  a / Tu Amor Me Quema / Arrepi  ntete / Tarjetita de Invitaci  n / Empujaito / Si Tu Te Vas / El Aguacero / Tu Juguete / Mujer Que Mal Me Pagas...,Hitazos: Amores Como el Nuestro / Que Fue / Alg  n d  a / Tu Amor Me Quema / Arrepi  ntete / Tarjetita de Invitaci  n / Empujaito / Si Tu Te Vas / El Aguacero / Tu Juguete / Mujer Que Mal Me Pagas...,compilation,22.16928333,Hitazos: Amores Como el Nuestro / Que Fue / Alg  n d  a / Tu Amor Me Quema / Arrepi  ntete /...,Daniel Cardozo - Topic,12545,160,0,TRUE,TRUE,27611531,3.726415094,Spotify
Leo Mattioli,Tramposa y Mentirosa,Un Homenaje al Cielo,album,3.542216667,Leo Mattioli - Tramposa y Mentirosa (letra),Luftyoongi,128752,1375,28,FALSE,FALSE,40902458,3.989361702,Spotify
Leo Mattioli,Llorar  s M  s de Diez Veces,A  n Sigue La Lecci  n,album,3.520216667,Leo Mattioli - Llorar  s M  s de Diez Veces (en vivo en el Opera),Leo Mattioli Oficial,1467960,9435,124,TRUE,TRUE,39935478,3.530612245,Spotify
Leo Mattioli,Qu  date Tranquila,Lo Mejor del Le  n,album,1.348,leo mattioli (quedate tranquila),jorge pacheco,1563102,5831,137,FALSE,FALSE,10459273,1.500927644,Spotify
Leo Mattioli,Carta Al Coraz  n,Lo Mejor del Le  n,album,1.142666667,Carta Del Coroaz  n,Leo Mattioli - Topic,3825847,19625,60,TRUE,TRUE,8209950,1.61358811,Spotify
Leo Mattioli,Despu  s de Ti,Un Homenaje al Cielo,album,3.361116667,Leo Mattioli - Despu  s de Ti,Leo Mattioli Oficial,92328,622,7,TRUE,TRUE,21592968,2.622699387,Spotify
Leo Mattioli,Yo Que Te Am  ,20 Grandes   xitos,compilation,3.48555,Yo Que Te Am  ,Leo Mattioli - Topic,11744219,40319,305,TRUE,TRUE,11352034,5.635714286,Youtube
Leo Mattioli,Si Te Agarran Las Ganas,Lo Mejor del Le  n,album,1.865333333,Si Te Agarran Las Ganas,Leo Mattioli - Topic,27598092,118841,400,TRUE,TRUE,15538551,6.673706441,Youtube
Leo Mattioli,Los Secretos De Mi Almohada,En Directo - Piel Con Piel,album,1.534216667,leo mattioli los secretos de mi almohada,celeste aciar,186666,1620,39,FALSE,FALSE,7242687,4.509708738,Spotify
Marisa Monte,Ainda Bem,O Que Voc   Quer Saber de Verdade,album,3.592,Marisa Monte - Ainda Bem,MarisaMonteVEVO,44035312,430169,14401,TRUE,TRUE,53699057,4.157894737,Spotify
Marisa Monte,Vilarejo,Infinito Particular,album,3.49245,Marisa Monte - Vilarejo,MarisaMonteVEVO,5639071,63461,1926,TRUE,TRUE,40104282,3.158227848,Spotify
Marisa Monte,Depois,O Que Voc   Quer Saber de Verdade,album,2.893116667,Marisa Monte - Depois,MarisaMonteVEVO,25947963,250671,9851,TRUE,TRUE,48933208,3.180232558,Spotify
Marisa Monte,Beija Eu,Mais,album,3.234,Marisa Monte - Beija Eu,MarisaMonteVEVO,6058216,39907,726,TRUE,TRUE,33644162,9.653916211,Spotify
Marisa Monte,Amor I Love You / Cita    o: Trecho da Obra Intitulada Primo Basilio De E  a de Queiroz Declamado por Arnaldo Antunes,"Mem  rias, Cr  nicas e Declara    es de Amor",album,3.198883333,Amor I Love You / Cita    o: Trecho da Obra Intitulada Primo Basilio De E  a de Queiroz...,Marisa Monte - Topic,1680587,22003,70,TRUE,TRUE,40228702,1.092250923,Spotify
Marisa Monte,Ainda Lembro,Mais,album,4.169783333,Marisa Monte e Ed Motta - Ainda Lembro,Jonathan Gomes Pereira,9614638,44258,1397,FALSE,FALSE,16006000,6.298600311,Spotify
Marisa Monte,Bem Que Se Quis - Ao Vivo,Marisa Monte MM (Ao Vivo),album,3.631116667,Marisa Monte - Bem Que Se Quis (E Po' Che Fa'),MarisaMonteVEVO,14474486,81874,2791,TRUE,TRUE,22570346,0.57437408,Spotify
Marisa Monte,Totalmente Seu,Portas,album,2.205116667,Marisa Monte | Totalmente Seu (v  deo),MARISAMONTE,1645096,17058,715,FALSE,FALSE,4261454,2.615384615,Spotify
Marisa Monte,Carinhoso,Cole    o,album,1.870516667,Carinhoso,MARISAMONTE,834583,16698,233,FALSE,FALSE,13446444,2.293650794,Spotify
Marisa Monte,N  o V   Embora - 2004 Digital Remaster,"Mem  rias, Cr  nicas e Declara    es de Amor",album,3.610216667,Marisa Monte - N  o V   Embora,MarisaMonteVEVO,13048786,101685,2343,TRUE,TRUE,21588380,6.635318704,Spotify
Udo Lindenberg,Komet,Komet,single,2.789283333,Udo Lindenberg x Apache 207     Komet (Offizielles Musikvideo),Udo Lindenberg - UTube,4479509,117871,3461,TRUE,TRUE,12865834,4.310344828,Spotify
Udo Lindenberg,Cello (feat. Clueso) - MTV Unplugged Radio Atmo-Version,UDOPIUM - Das Beste (Special Edition),album,3.404866667,Cello (feat. Clueso) (MTV Unplugged Radio Atmo-Version),Udo Lindenberg - Topic,40357,744,0,TRUE,TRUE,23430064,0.781167109,Spotify
Udo Lindenberg,Kompass,UDOPIUM - Das Beste (Special Edition),album,4.10085,Udo Lindenberg - Kompass (Offizielles Musikvideo),Udo Lindenberg - UTube,2576441,16974,752,FALSE,FALSE,3784947,6.544554455,Spotify
Udo Lindenberg,Horizont,Ph  nix (Remastered),album,4.099116667,Udo Lindenberg - Horizont,udolindenbergVEVO,530393,4098,139,TRUE,TRUE,3777598,3.767741935,Spotify
Udo Lindenberg,Durch die schweren Zeiten,UDOPIUM - Das Beste (Special Edition),album,3.922883333,Udo Lindenberg - Durch die schweren Zeiten (offizielles Video),Udo Lindenberg - UTube,11803910,50167,2619,TRUE,TRUE,9488756,4.417475728,Youtube
Udo Lindenberg,Wieder genauso,UDOPIUM - Das Beste (Special Edition),album,3.385716667,Udo Lindenberg - Wieder genauso (Offizielles Musikvideo),Udo Lindenberg - UTube,1431776,14713,750,FALSE,FALSE,3411911,1.981651376,Spotify
Udo Lindenberg,Mein Ding,Stark wie Zwei,album,4.42645,Udo Lindenberg - Mein Ding (offizielles Video),Udo Lindenberg - UTube,2845712,11731,320,TRUE,TRUE,6038213,9.845238095,Spotify
Udo Lindenberg,Airport (Dich wiedersehn),CasaNova (Remastered),album,4.386666667,Udo Lindenberg - Airport (Dich wiedersehn) 1988,fritz51233,59906,460,15,FALSE,FALSE,1912769,2.715736041,Spotify
Udo Lindenberg,Ein Herz kann man nicht reparieren (feat. Inga Humpe) - MTV Unplugged,MTV Unplugged - Live aus dem Hotel Atlantic [Doppelzimmer Edition],album,4.714666667,Ein Herz kann man nicht reparieren (feat. Inga Humpe) (MTV Unplugged Radio Version),Udo Lindenberg - Topic,599881,5177,15,TRUE,TRUE,7830856,1.327561328,Spotify
Udo Lindenberg,Reeperbahn,Bunte Republik Deutschland (Remastered),album,3.838666667,Udo Lindenberg - Reeperbahn 2011 feat. Jan Delay (What It's Like) (offizielles Video),Udo Lindenberg - UTube,5239659,10870,376,TRUE,TRUE,1897622,13.63047002,Youtube
Mandy Moore,When Will My Life Begin  - From Tangled / Soundtrack Version,Disney Summer Songs,compilation,2.536883333,Mandy Moore - When Will My Life Begin  (From Tangled/Sing-Along),DisneyMusicVEVO,113332807,474625,0,TRUE,TRUE,203962852,5.061867267,Spotify
Mandy Moore,I See the Light - From Tangled / Soundtrack Version,Songs and Story: Tangled,single,3.702,"Mandy Moore, Zachary Levi - I See the Light (From Tangled/Sing-Along)",DisneyMusicVEVO,80757283,574929,0,TRUE,TRUE,233638628,1.5625,Spotify
Mandy Moore,I've Got a Dream - From Tangled/Soundtrack Version,Disney Summer Songs,compilation,3.197783333,Tangled - Cast - I've Got a Dream (From Tangled/Sing-Along),DisneyMusicVEVO,48212044,152424,0,TRUE,TRUE,108989979,2.301158301,Spotify
Mandy Moore,Healing Incantation - From Tangled/Soundtrack Version,Tangled,compilation,0.907333333,0,0,0,0,0,0,0,36031698,0.255963303,Spotify
Mandy Moore,Only Hope,The Best of Mandy Moore,compilation,3.894666667,Mandy Moore - Only Hope - A Walk To Remember,Davethreshold,3120040,48467,4,FALSE,FALSE,78495521,2.333333333,Spotify
Mandy Moore,I Wanna Be With You,I Wanna Be With You,album,4.21,Mandy Moore - I Wanna Be With You,MandyMooreVEVO,22850204,153481,8419,TRUE,TRUE,32225504,2.203883495,Spotify
Mandy Moore,Cry,Mandy Moore,album,3.722216667,Mandy Moore - Cry Music Video,ellaherz14,2427622,31449,1820,FALSE,FALSE,47060191,1.770833333,Spotify
Mandy Moore,When Will My Life Begin (Reprise 1) - From Tangled/Soundtrack Version,Tangled,compilation,1.05355,Mandy Moore - When Will My Life Begin  (Reprise 2) (From Tangled/Sing-Along),DisneyMusicVEVO,5060715,33970,0,TRUE,TRUE,13408900,0.484061393,Spotify
Mandy Moore,When Will My Life Begin (Reprise 2) - From Tangled/Soundtrack Version,Tangled,compilation,2.10155,Mandy Moore - When Will My Life Begin  (Reprise 2) (From Tangled/Sing-Along),DisneyMusicVEVO,5060715,33970,0,TRUE,TRUE,17421408,1.666666667,Spotify
Mandy Moore,Candy,So Real,album,3.902216667,Mandy Moore - Candy (Video),MandyMooreVEVO,17874669,105424,10930,TRUE,TRUE,25343174,5.428571429,Spotify
Santiago Ziesmer,Gastons Lied - aus Die Sch  ne und das Biest/Deutscher Film-Soundtrack,Die Sch  ne und das Biest (Deutscher Original Film-Soundtrack),compilation,3.14445,Gastons Lied (aus Die Sch  ne und das Biest/Deutscher Film-Soundtrack),Peter Edelmann - Topic,15097,52,0,TRUE,TRUE,0,1.181034483,Youtube
Santiago Ziesmer,Gaston Reprise - Reprise / aus Die Sch  ne und das Biest/Deutscher Film-Soundtrack,Die Sch  ne und das Biest (Deutscher Original Film-Soundtrack),compilation,2.043333333,Gaston Reprise (Reprise / aus Die Sch  ne und das Biest/Deutscher Film-Soundtrack),Peter Edelmann - Topic,6580,16,0,TRUE,TRUE,0,1.052924791,Youtube
Santiago Ziesmer,Kapitel 1 & Kapitel 2.1 - Die kleine Hexe - Das H  rspiel,Die kleine Hexe - Das H  rspiel,album,3.560216667,1 Sprecher | 8 Rollen     Santiago Ziesmer,der m  rz hase,188001,2914,201,FALSE,FALSE,0,0.62412993,Youtube
Santiago Ziesmer,Kapitel 2.2 & Kapitel 3.1 - Die kleine Hexe - Das H  rspiel,Die kleine Hexe - Das H  rspiel,album,5.113783333,0,0,0,0,0,0,0,0,1.029661017,Youtube
Santiago Ziesmer,Kapitel 3.2 - Die kleine Hexe - Das H  rspiel,Die kleine Hexe - Das H  rspiel,album,3.761666667,Die Abenteuer der kleinen Hexe Juna - Folge 2  - Das Doppelleben-  Das H  rspiel -2021,Santiago Ziesmer,930,103,18,TRUE,TRUE,0,0.645224172,Youtube
Santiago Ziesmer,Kapitel 3.3 & Kapitel 4.1 - Die kleine Hexe - Das H  rspiel,Die kleine Hexe - Das H  rspiel,album,3.297333333,0,0,0,0,0,0,0,0,0.388564761,Youtube
Santiago Ziesmer,Kapitel 4.2 & Kapitel 5.1 - Die kleine Hexe - Das H  rspiel,Die kleine Hexe - Das H  rspiel,album,5.374116667,0,0,0,0,0,0,0,0,0.581453634,Youtube
Santiago Ziesmer,Kapitel 5.2 & Kapitel 6.1 - Die kleine Hexe - Das H  rspiel,Die kleine Hexe - Das H  rspiel,album,4.782216667,Kapitel 5.2 - Hundeherz,Various Artists - Topic,0,0,0,TRUE,TRUE,0,0.497933884,Youtube
Santiago Ziesmer,Kapitel 1 - Folge 47: Atomgespenster,Folge 47: Atomgespenster,album,3.496883333,0,0,0,0,0,0,0,0,0.901639344,Youtube
Santiago Ziesmer,Kapitel 6.2 & Kapitel 7.1 - Die kleine Hexe - Das H  rspiel,Die kleine Hexe - Das H  rspiel,album,5.033116667,0,0,0,0,0,0,0,0,1.134796238,Youtube
Belo,N  o v   me enganar - Ao Vivo,Numanice #2 (Ao Vivo) - Deluxe,album,3.130616667,N  o v   me enganar (O amor que eu sempre quis (The Closer I get to you)) (V  deo ao vivo),BeloVEVO,13152382,65701,3343,TRUE,TRUE,2331173,1.247956403,Youtube
Belo,Perfume / Intriga da Oposi    o / Desse Jeito    Ruim pra Mim - Ao Vivo,Belo - 10 Anos de Sucesso (CD2),album,6.015333333,Belo - Perfume / Intriga da Oposi    o / Desse Jeito    Ruim pra Mim (V  deo Ao Vivo),BeloVEVO,29250439,133622,2954,TRUE,TRUE,30371599,1.237288136,Spotify
Belo,Pura Adrenalina - Ao Vivo,Belo - 10 Anos de Sucesso (CD1),album,4.127783333,Belo - Pura Adrenalina (V  deo Ao Vivo),BeloVEVO,11304026,73669,1766,TRUE,TRUE,24886358,0.990777339,Spotify
Belo,Reinventar,Primavera,album,4.139333333,Belo - Reinventar / Pra Ver o Sol Brilhar (V  deo Ao Vivo),BeloVEVO,52089829,238902,6533,TRUE,TRUE,14450614,2.097315436,Youtube
Belo,Perfume - Ao Vivo,Numanice #2 (Ao Vivo) - Deluxe,album,2.028216667,Belo - Perfume (Video Ao Vivo),BeloVEVO,72020000,458134,11025,TRUE,TRUE,994041,2.049019608,Youtube
Belo,Desse Jeito    Ruim pra Mim - Ao Vivo,Pra Ver O Sol Brilhar,album,3.516216667,Belo - Perfume / Intriga da Oposi    o / Desse Jeito    Ruim pra Mim (V  deo Ao Vivo),BeloVEVO,29250439,133622,2954,TRUE,TRUE,11128930,0.863760218,Youtube
Belo,Perfume - Ao Vivo,Pra Ver O Sol Brilhar,album,3.883333333,Belo - Perfume (Video Ao Vivo),BeloVEVO,72020000,458134,11025,TRUE,TRUE,14521024,0.606092437,Youtube
Belo,Pra Ver O Sol Brilhar (Ao Vivo),Pra Ver O Sol Brilhar,album,3.996,Belo - Pra Ver O Sol Brilhar (Video Ao Vivo),BeloVEVO,3822367,35515,917,TRUE,TRUE,11308872,0.954474097,Spotify
Belo,Dom de Sonhar / Encaixe Perfeito / S   Me D   Prazer,"Churrasquinho Menos    Mais, Vol. 2",album,5.591616667,Churrasquinho Menos    Mais 2 part. Belo - Dom de Sonhar / Encaixe Perfeito / S   Me D   Prazer,Grupo Menos    Mais,2617126,13519,154,TRUE,TRUE,7246882,1.637651822,Spotify
